country,origin,system,status,url,date_recorded
Ukraine,23px-Soviet Union.svg,1 T-64A,captured,https://web.archive.org/web/20220725211335/https://i.postimg.cc/kXYMFPXM/39.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,1 T-64B,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/nc5G2zzz/443.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/mgntjg7P/763.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/59wN4Ybq/689.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/fWBW5NVQ/558.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/442p3Kn8/443.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/gjqt7JQh/445.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/xCXPxnKM/g3.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/jSkfDQJC/765.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/C1XTdKjW/n8.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/44zyTqfZ/o9.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/zfdggTnG/17.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/rFvVhTXT/l9.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/QCjpjn7n/4f6.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/XvZLPhKf/24.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/Vs7vQZSZ/316.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/8zC4rW64/321.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/LXjZKyB3/gy6.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/GpXfM7DH/12.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/zfsFJ69L/4318.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/MpP3ydft/35.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/kGMZ6sDS/5800.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/15YP8yQG/467.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/JzyJ1hVp/48.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/pdJks2vZ/478.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/dQpxYw9C/43.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/T2L13XTz/47.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/YqRKxCHL/4f8.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/vHpYPGNQ/480.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/Dw7LbFQz/f7.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/xTdfVcCD/57888.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/fLNrqgBC/64.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/2jT8TFYc/2000.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/qBZGz5yF/2s.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/fyK8zRsN/4448.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/prjPXPJ9/566.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/QNwyyn6n/433.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/hvN4Jb1P/321.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/HxJTB3XX/3.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/Z5qPwc6K/329.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://twitter.com/UAWeapons/status/1521098647341043715,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/mDthKgPp/733.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/8zZSVwcp/3d.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/6QWpB0Bh/436.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/QMzCS7rk/577.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/PJJcNT5T/5.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/3NhkLQWD/s2.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/kGb27KBJ/t1.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/xjcFVR3v/t1.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/x8f0b3Jf/f99.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/QNqTRbSk/437.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/s2D0vSXN/6h9.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/76CGGgNV/2001.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/zB5nZsVd/2100.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/sfT5q0yc/2101.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/023D2MzK/2102.jpg,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/T1pRFTnS/r1.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/3w0fSRSV/f433.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/d3f4jcRw/332.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/RZ5F4Cnx/33211.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/X74bNZYW/3d.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/XqDcPG25/43f.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/FKrR44Bb/fvv.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/Hnr1mp5N/f45.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/XJfhfrWd/3d7.png,2022-07-25
Ukraine,23px-Soviet Union.svg,154 T-64BV,destroyed,https://web.archive.org/web/20220725211335/https://i.postimg.cc/jdgTvHMR/v8.png,2022-07-25
