country,origin,system,status,url,date_recorded
Ukraine,23px-Soviet Union.svg,2 T-64A,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/dVvPF6kS/2022-04-07-UA-T-64-BV-destroyed.jpg,2023-05-13
Ukraine,23px-Soviet Union.svg,2 T-64A,captured,https://web.archive.org/web/20230513211903/https://i.postimg.cc/kXYMFPXM/39.jpg,2023-05-13
Ukraine,23px-Soviet Union.svg,3 T-64B,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/pX1zHz7L/431.png,2023-05-13
Ukraine,23px-Soviet Union.svg,3 T-64B,captured,https://web.archive.org/web/20230513211903/https://i.postimg.cc/9fH0rFwJ/2000-t64b-capt-04-03-22.jpg,2023-05-13
Ukraine,23px-Soviet Union.svg,3 T-64B,damaged,https://web.archive.org/web/20230513211903/https://twitter.com/UAWeapons/status/1633907229647618048,2023-05-13
Ukraine,23px-Soviet Union.svg,209 T-64BV,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/vZnd6LYT/f321.png,2023-05-13
Ukraine,23px-Soviet Union.svg,209 T-64BV,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/59wN4Ybq/689.png,2023-05-13
Ukraine,23px-Soviet Union.svg,209 T-64BV,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/442p3Kn8/443.png,2023-05-13
Ukraine,23px-Soviet Union.svg,209 T-64BV,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/BnBdbgWD/678.png,2023-05-13
Ukraine,23px-Soviet Union.svg,209 T-64BV,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/jSkfDQJC/765.png,2023-05-13
Ukraine,23px-Soviet Union.svg,209 T-64BV,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/C1XTdKjW/n8.png,2023-05-13
Ukraine,23px-Soviet Union.svg,209 T-64BV,destroyed,https://web.archive.org/web/20230513211903/https://i.postimg.cc/44zyTqfZ/o9.png,2023-05-13
